name,    designation,    rho,    P_target,    P_1comp,    P_1compv,    N_sample
HD 93083,Gaia DR3 5450573881018549760,0.44011229208723546,[0.16236205],[1.56433741e-01 6.30719576e-13],[3.34107526e-01 1.25835755e-57],600
Kepler-1763,Gaia DR3 2076537252208879104,0.2450677696438557,[0.02814302],[2.11668301e-01 3.34934752e-23],[3.38367308e-01 1.00096436e-58],600
HD 62549,Gaia DR3 3056551894686671616,0.03347975184948196,[7.69412392e-06],[1.52138397e-01 3.63161342e-12],[3.13796716e-01 1.49364548e-50],600
Kepler-1996,Gaia DR3 2107311723669410560,0.42405154094659325,[0.42163391],[2.03255618e-01 2.06051122e-21],[3.55554755e-01 8.91835670e-66],600
TOI-1670,Gaia DR3 1651911084230149248,4.1014822985007475,[0.97059949],[1.70168096e-01 3.97074642e-15],[3.32001134e-01 8.62671920e-57],600
HD 73344,Gaia DR3 666427539629086976,3.6490801526870826,[0.98542159],[1.60302225e-01 2.75926883e-13],[3.22454904e-01 3.79467868e-53],600
EPIC 211822797,Gaia DR3 658607950370340608,14874.1603882601,1.0,[1.21453777e-01 1.88586546e-07],[3.19096299e-01 3.28634525e-52],600
Kepler-531,Gaia DR3 2131181055955983232,0.38757182837057297,[0.21843641],[1.65055515e-01 2.97155752e-14],[3.27993237e-01 1.68714070e-55],600
Kepler-1421,Gaia DR3 2131173187575866496,0.6127630021584143,[0.66486941],[2.25761015e-01 1.51151498e-26],[3.66857400e-01 1.18393889e-69],600
HD 189733,Gaia DR3 1827242816201846144,2.278095514597273,[0.96136368],[1.67339708e-01 1.36388155e-14],[3.27617750e-01 1.82298865e-55],600
HD 151450,Gaia DR3 4134094524223600640,0.3230123035271924,[0.10913645],[1.62981373e-01 6.60428212e-14],[3.26818539e-01 6.62367040e-55],600
HAT-P-66,Gaia DR3 852608874351434752,0.7092306449607653,[0.48253343],[3.08851664e-01 2.07898183e-10],[3.33833885e-01 7.90550393e-12],120
Kepler-1164,Gaia DR3 2099632837540824192,5.279724992990379,[0.97992308],[1.65927131e-01 2.23848507e-14],[3.23085915e-01 1.51972947e-53],600
K2-53,Gaia DR3 6244643373326639360,0.38298522066579366,[0.63470914],[0.05226815 0.11830754],[2.73488985e-01 1.70567687e-38],600
K2-275,Gaia DR3 661598415839633024,3.403443957310078,[0.9604369],[1.65386118e-01 3.84254091e-14],[3.14873182e-01 5.41567438e-51],600
Kepler-1761,Gaia DR3 2131817707546856320,0.7231734458554987,[0.5208863],[1.50658017e-01 7.37028012e-12],[3.19543117e-01 1.89362698e-52],600
Kepler-997,Gaia DR3 2132709613336959744,1.809944740580592,[0.94784276],[1.93266535e-01 2.96134682e-19],[3.27394223e-01 5.24313856e-55],600
Kepler-1947,Gaia DR3 2077219499172974848,2.728090832067933,[0.9664311],[1.64305652e-01 5.50103299e-14],[3.16593837e-01 5.25956648e-52],600
HATS-65,Gaia DR3 6766134630213144704,3.015174001751331,[0.98419326],[2.24684548e-01 2.98453677e-26],[3.54495943e-01 8.18278092e-65],600
Kepler-130,Gaia DR3 2101305259145506816,0.35538474578973284,[0.26618817],[1.41513328e-01 2.36705491e-10],[3.07142301e-01 9.74501089e-49],600
Kepler-1536,Gaia DR3 2126773904116001536,0.7058965429686334,[0.59199824],[1.84475463e-01 7.21527395e-18],[3.29931472e-01 5.64241692e-56],600
K2-379,Gaia DR3 4072055435329128576,1.9689487507577852,[0.94495453],[1.61091382e-01 1.42771044e-13],[3.30553418e-01 1.05485967e-55],600
TOI-4438,Gaia DR3 4606416269652179328,0.05227963159542676,[3.30989809e-07],[1.91037851e-01 8.67341347e-19],[3.20277548e-01 7.07328043e-53],600
GJ 1148,Gaia DR3 772430527947893632,6.679340003596034,[0.99074025],[1.50456750e-01 7.22079478e-12],[3.39404774e-01 1.03696515e-59],600
TOI-905,Gaia DR3 5795534040654879744,0.34067619490583195,[0.10296694],[1.78030535e-01 2.18712097e-16],[3.13391057e-01 6.06855921e-51],600
Kepler-806,Gaia DR3 2079752464723012096,0.2494871221779439,[0.05153034],[1.60949657e-01 1.50610971e-13],[3.24373249e-01 1.23453821e-54],600
HR 2562,Gaia DR3 5480006192386819456,9.54361378354236,[0.99602937],[1.59124659e-01 3.85074921e-13],[3.07226521e-01 9.15596957e-49],600
Kepler-1972,Gaia DR3 2099783127036908416,0.7565995306712956,[0.69010503],[1.59330696e-01 3.06151588e-13],[3.24334765e-01 7.14109372e-54],600
WASP-151,Gaia DR3 2657135741633337088,3.905923693286703,[0.98719692],[2.39442031e-01 1.70377159e-29],[3.52430276e-01 3.73703056e-64],600
K2-60,Gaia DR3 2597973387468989568,0.32551808976645796,[0.13123388],[2.18891539e-01 1.13457502e-24],[3.45914526e-01 1.97333151e-61],600
HD 20868,Gaia DR3 5053536074700031616,0.4076857282544563,[0.42423204],[1.56293430e-01 1.45775278e-12],[3.23050594e-01 1.01838701e-53],600
HD 103949,Gaia DR3 3492633633781166336,3.1518088650981047,[0.9778173],[1.69129325e-01 6.74057256e-15],[3.20809699e-01 4.68772671e-53],600
HD 20003,Gaia DR3 4642472794978268800,0.6198168004550014,[0.321325],[1.50355651e-01 7.82965528e-12],[3.16488347e-01 8.59454017e-52],600
K2-242,Gaia DR3 3595647565382917120,5.224180358586895,[0.9683465],[1.78508168e-01 1.91208540e-16],[3.29882170e-01 9.17056512e-56],600
HD 150010,Gaia DR3 1654516686269888896,0.8368460277591432,[0.57403663],[1.77860296e-01 2.34722311e-16],[3.27188360e-01 3.97447216e-55],600
Kepler-207,Gaia DR3 2101898759208960640,1.1188990081076702,[0.84615352],[2.06251309e-01 4.08267696e-22],[3.50453903e-01 3.35767691e-63],600
Kepler-62,Gaia DR3 2107001283431633408,0.088371467137813,[0.00144292],[1.75966855e-01 4.25126016e-16],[3.19487390e-01 1.05562358e-52],600
HD 120084,Gaia DR3 1715055487257379968,4.362989998977672,[0.97351976],[1.71727473e-01 3.41277626e-15],[3.29513530e-01 2.06705945e-56],600
HD 56957,Gaia DR3 5561488078545298176,0.39527603859835475,[0.06280561],[1.61689465e-01 1.48130486e-13],[3.19299204e-01 1.50392651e-52],600
Kepler-591,Gaia DR3 2131901682747346432,0.7349977781405764,[0.60016441],[2.34532514e-01 1.70407279e-28],[3.4895108e-01 4.1996207e-62],600
Kepler-979,Gaia DR3 2085337502756644224,1.1419959602296004,[0.87890562],[1.94902645e-01 1.40936861e-19],[3.19696903e-01 4.79244418e-52],600
TOI-1742,Gaia DR3 1651818622174190208,0.8694979672798309,[0.64128502],[1.66962112e-01 1.19427494e-14],[3.14311576e-01 5.52623273e-51],600
Kepler-1477,Gaia DR3 2116740104595955328,0.8738982980981096,[0.8050309],[2.28838781e-01 1.12957023e-26],[3.42976266e-01 1.78362355e-60],600
TOI-1130,Gaia DR3 6715688452614516736,5.363283056414263,[0.9791085],[1.63063688e-01 1.09266397e-13],[3.26488976e-01 4.45590132e-55],600
WASP-172,Gaia DR3 6086712585429729536,4.253576159725188,[0.98269665],[1.88428808e-01 1.79106550e-18],[3.19113778e-01 1.14301640e-52],600
Kepler-887,Gaia DR3 2101093092063293824,1.7528476307801246,[0.96632167],[2.31904903e-01 1.13018129e-27],[3.28360056e-01 1.96256276e-55],600
TOI-1298,Gaia DR3 1647136729864424576,0.1221517488425521,[5.47344714e-05],[2.44126672e-01 8.14273717e-31],[3.30937411e-01 6.57466519e-57],600
8 UMi,Gaia DR3 1700658653802527104,6.644883251550657,[0.96824589],[1.83901960e-01 1.96252027e-17],[3.28679911e-01 1.52357842e-55],600
TOI-1696,Gaia DR3 270260649602149760,3.084708552137626,[0.95188699],[1.57550007e-01 8.81694838e-13],[3.08399082e-01 1.01420985e-48],600
BD-11 4672,Gaia DR3 4154598526336121600,0.106944325906133,[0.01941989],[1.53456248e-01 2.49020902e-12],[3.21288324e-01 2.68160856e-52],600
HD 17092,Gaia DR3 438865809918353280,1.0192410276456272,[0.79027184],[1.85119325e-01 1.88562551e-17],[3.26053417e-01 9.71910669e-55],600
NGTS-12,Gaia DR3 3464620139089832960,2.9276832579496483,[0.98008724],[1.78567143e-01 1.35326260e-16],[3.33464301e-01 4.19793272e-57],600
Kepler-1312,Gaia DR3 2053550106200274688,4.8877293713013685,[0.98388889],[1.52572739e-01 3.57860483e-12],[3.25309198e-01 1.12990328e-54],600
Kepler-1276,Gaia DR3 2100623600597189504,2.7469473037661714,[0.99213649],[2.18799433e-01 9.80303182e-25],[3.32780871e-01 1.85767295e-57],600
Kepler-642,Gaia DR3 2077764169742391808,3.339222155570386,[0.98930067],[2.19204923e-01 1.29198593e-24],[3.19053366e-01 1.81707753e-52],600
Kepler-1537,Gaia DR3 2078291832243170048,1.7143870688105585,[0.88204434],[1.85288206e-01 9.41270955e-18],[3.27742982e-01 3.19612998e-55],600
K2-248,Gaia DR3 3582057258065666816,0.5355148261156435,[0.43104853],[2.11677253e-01 3.04579045e-23],[3.44489178e-01 3.11364568e-61],600
WASP-68,Gaia DR3 6860535606196306304,1.903539200986211,[0.96328292],[2.22141529e-01 1.90029914e-25],[3.17881780e-01 4.46583654e-52],600
Kepler-652,Gaia DR3 2130397585201614080,0.46957081151192026,[0.29684758],[1.89136428e-01 1.40514526e-18],[3.26139632e-01 6.46460800e-54],600
Kepler-1710,Gaia DR3 2051808789021826432,1.3142261871718455,[0.84737406],[1.52201496e-01 2.81316859e-12],[3.39696413e-01 8.14750321e-60],600
Kepler-52,Gaia DR3 2133589776693414016,4.500314756699811,[0.99005801],[1.68611924e-01 9.81947878e-15],[3.21094948e-01 1.99471549e-53],600
HD 332231,Gaia DR3 2056007995732413312,1.2202733077860652,[0.90973358],[1.78802267e-01 1.48743772e-16],[3.11718239e-01 1.76524680e-50],600
K2-105,Gaia DR3 651907079835937280,0.5981462592209987,[0.63361008],[1.32215284e-01 8.77293033e-09],[3.10741842e-01 9.90308443e-50],600
Kepler-1675,Gaia DR3 2103688489257523584,1.9883954918167053,[0.94858711],[2.26806576e-01 8.59625053e-27],[3.38194370e-01 7.20358593e-59],600
TOI-907,Gaia DR3 5910312231273215872,0.8458136804457705,[0.78500262],[1.61269001e-01 1.48237796e-13],[3.12020867e-01 1.71340493e-50],600
K2-343,Gaia DR3 685818492336147072,0.16100628945150255,[0.18708439],[1.11780411e-01 2.47757694e-06],[3.15821826e-01 1.75410571e-51],600
HAT-P-23,Gaia DR3 1808938730710633984,1.6134401940539282,[0.93988191],[2.15240729e-01 8.03689134e-24],[3.16200006e-01 1.61336093e-51],600
HAT-P-52,Gaia DR3 128623485853170432,0.06700839502628793,[0.00011562],[2.02980915e-01 4.20704490e-21],[3.19463359e-01 1.32536450e-52],600
HATS-1,Gaia DR3 3540018633568783488,2.835885027859038,[0.95739265],[1.94677636e-01 1.34009277e-19],[3.34245972e-01 1.41492253e-57],600
K2-161,Gaia DR3 3598019899158204160,0.3094843162385219,[0.09098849],[2.64002067e-01 3.40529022e-07],[3.48012403e-01 3.41173902e-12],112
K2-263,Gaia DR3 657756997089784960,1.4831103269989707,[0.81718444],[1.48283786e-01 4.25758837e-11],[3.30410458e-01 4.82117563e-56],600
KIC 5479689,Gaia DR3 2075056519291867648,0.6587387581721673,[0.6585149],[1.58871321e-01 2.41897792e-13],[3.00221421e-01 1.53557271e-46],600
HD 165155,Gaia DR3 4050284898932499072,0.8542160035342967,[0.56126598],[1.59029317e-01 3.25438934e-13],[3.39106582e-01 6.53039121e-60],600
Kepler-1588,Gaia DR3 2130980910480096384,1.928657923108822,[0.95565326],[2.14321662e-01 1.85170174e-23],[3.45652728e-01 5.99171359e-60],594
Kepler-367,Gaia DR3 2087250476887856256,3.574176828096351,[0.97930204],[1.67501733e-01 1.14328433e-14],[3.32427065e-01 6.12818909e-57],600
70 Vir,Gaia DR3 3740176925743994752,0.29590103370041376,[0.0167557],[1.63794045e-01 4.34086319e-14],[3.15281960e-01 3.24239592e-51],600
HATS-6,Gaia DR3 2966680597368750720,5.9326761322289565,[0.96973417],[1.60020514e-01 2.24862005e-13],[3.26144169e-01 3.78259054e-55],600
GJ 3634,Gaia DR3 5452743423618768000,0.9907914817938128,[0.72694258],[1.57571255e-01 7.16517242e-13],[3.14539007e-01 6.97278955e-51],600
HD 29399,Gaia DR3 4675576135153914368,0.48924564331320036,[0.35394896],[1.42541267e-01 8.81959259e-11],[3.30458064e-01 1.89458007e-56],600
HD 131496,Gaia DR3 1236429004715336576,1.7575446161292738,[0.74231939],[1.62941862e-01 7.07274935e-14],[3.22944583e-01 2.60013989e-53],600
Kepler-320,Gaia DR3 2128079230577866880,0.8074320504547474,[0.83357633],[2.19991866e-01 5.28494502e-25],[3.32227279e-01 3.64672685e-57],600
TOI-4562,Gaia DR3 5288681857665822080,3.5084839364513756,[0.99481795],[1.86050251e-01 1.35832361e-17],[3.21260847e-01 7.52444768e-54],600
HIP 35173,Gaia DR3 3059948148669499008,1.7718710098455737,[0.94838534],[1.64821421e-01 5.03825810e-14],[3.20888917e-01 5.44433504e-53],600
HD 1690,Gaia DR3 2430036837596487424,0.6221822324337064,[0.05708084],[3.03146899e-01 1.64952507e-07],[3.10035046e-01 1.14044027e-07],90
Kepler-1277,Gaia DR3 2076601230039790592,0.052253084091092444,[2.05658303e-05],[2.05026912e-01 1.88497966e-21],[3.06754304e-01 3.39697603e-48],600
K2-228,Gaia DR3 3583611726988838144,1.5102746799235316,[0.92874228],[1.80003588e-01 8.98932521e-17],[3.21478389e-01 1.19727430e-53],600
WASP-17,Gaia DR3 6042793005779654656,2.6824047990923825,[0.97971925],[1.74817047e-01 4.16800918e-16],[3.26850900e-01 6.45708929e-55],600
Kepler-1714,Gaia DR3 2128069334973424000,1.5324796223512769,[0.93017339],[2.04297150e-01 1.47830591e-21],[3.31264620e-01 1.55651684e-56],600
HD 221420,Gaia DR3 6353376831270492800,2.145320173383148,[0.91727946],[1.78355361e-01 1.68108270e-16],[3.3757678e-01 5.9107156e-59],600
K2-203,Gaia DR3 2535901287452166400,2.8074105967153433,[0.9656714],[1.9088614e-01 7.4440835e-19],[3.28810161e-01 1.37421178e-55],600
GPX-1,Gaia DR3 457317534880081152,1.869067487652509,[0.95382179],[1.16335977e-01 4.05362494e-07],[3.14053578e-01 5.49100828e-51],600
BD-10 3166,Gaia DR3 3758629479636689536,0.44459318262752445,[0.24258411],[1.67251093e-01 1.41203615e-14],[3.15992086e-01 5.25160233e-51],600
HD 73534,Gaia DR3 603083781399095936,0.22484144886961224,[0.00468797],[1.8541151e-01 8.3254478e-18],[3.36254074e-01 8.69429192e-59],600
Kepler-1253,Gaia DR3 2131628282308860288,0.11115595501757658,[0.00021634],[2.16416988e-01 2.75846275e-24],[3.44799857e-01 4.33650060e-62],600
TOI-1439,Gaia DR3 1643587094013359360,1.594714553647059,[0.9484167],[2.10730499e-01 6.39806220e-23],[3.37663039e-01 6.96016425e-59],600
HIP 48714,Gaia DR3 1051547052218220160,0.8919047199585217,[0.72128932],[1.72250638e-01 1.61822170e-15],[3.12581896e-01 1.12085840e-50],600
WASP-13,Gaia DR3 702295464353437952,2.8180397729211992,[0.94148618],[1.91822963e-01 5.67119001e-19],[3.38049256e-01 8.11073573e-59],600
HATS-49,Gaia DR3 4919770108539385472,1.0242876726221486,[0.94783201],[2.30893978e-01 2.71299546e-27],[3.49814466e-01 1.58203099e-62],600
Kepler-965,Gaia DR3 2075412451819530624,1.4261288518105348,[0.93842881],[1.72498200e-01 1.85985965e-15],[3.19603113e-01 2.75164161e-53],600
BD+49 828,Gaia DR3 439327501725338752,3.75218694126459,[0.97644649],[1.99942428e-01 7.20670709e-21],[3.13328447e-01 5.79902280e-50],600
HAT-P-17,Gaia DR3 1849786481032616960,0.10494912603439745,[0.00340798],[1.95516703e-01 9.85784211e-20],[3.18890693e-01 4.73647389e-52],600
Gl 49,Gaia DR3 522863309964987520,1.8129834894080596,[0.86022765],[1.68846426e-01 9.48399707e-15],[3.12112658e-01 6.44997781e-50],600
TOI-558,Gaia DR3 4727755005637190016,2.0958638639848144,[0.97860521],[2.08851807e-01 1.61743817e-22],[3.36650280e-01 1.02538811e-57],600
Kepler-393,Gaia DR3 2127390970655877888,1.331178913729144,[0.91841871],[2.24403023e-01 5.77352713e-26],[3.30115591e-01 3.11647014e-56],600
TOI-1235,Gaia DR3 1070387905514406400,0.614173783907732,[0.27149165],[1.72290816e-01 2.41910049e-15],[3.21254484e-01 1.76166517e-53],600
TYC 2187-512-1,Gaia DR3 1791995119082190848,1.2569725312149291,[0.7095166],[1.62573361e-01 1.06191105e-13],[3.52060215e-01 3.97614250e-64],600
GJ 625,Gaia DR3 1428427236986209024,2.59849250045665,[0.96720699],[1.53946251e-01 2.19036530e-12],[3.13398833e-01 9.01734193e-51],600
Kepler-63,Gaia DR3 2132628489996257920,6.370471595661231,[0.98911667],[1.69175414e-01 7.86737398e-15],[3.05828947e-01 9.79780737e-48],600
HD 208487,Gaia DR3 6586580842340695040,5.211733100895478,[0.97120042],[1.56529121e-01 1.09981301e-12],[3.24036815e-01 1.71680584e-53],600
Kepler-1424,Gaia DR3 2101117418758956416,5.029243215238048,[0.99693668],[1.87988715e-01 2.51046755e-18],[3.44161490e-01 1.38379226e-60],600
Kepler-849,Gaia DR3 2129512821938786176,2.7679787366186956,[0.99217482],[2.17458958e-01 1.95513066e-24],[3.31114848e-01 1.75467742e-56],600
Kepler-464,Gaia DR3 2134798444914611712,0.38348806770909794,[0.1023588],[2.29438949e-01 4.32405451e-27],[3.54306468e-01 7.43882954e-65],600
HATS-10,Gaia DR3 6771939433131924096,3.087486673379011,[0.98165526],[2.39402536e-01 2.46845866e-29],[3.39210200e-01 4.73054324e-60],600
HD 187085,Gaia DR3 6692069568458919040,2.9697738188848164,[0.96561348],[1.61683710e-01 1.33629621e-13],[3.26270844e-01 8.19114235e-55],600
Kepler-901,Gaia DR3 2101525749889208576,0.03270807542158815,[1.37975676e-05],[1.67265666e-01 1.86054963e-14],[3.01147752e-01 1.64845678e-46],600
HAT-P-9,Gaia DR3 898130030131443584,2.604316797019175,[0.92959743],[2.25145751e-01 4.77973551e-26],[3.47835937e-01 3.94275888e-62],600
HD 42618,Gaia DR3 3319126988068404096,0.12525882418626771,[0.03865033],[1.29893913e-01 9.32626677e-09],[3.06693707e-01 2.93004902e-48],600
EPIC 212587672,Gaia DR3 3616620814104819328,1.3569368617443363,[0.908922],[2.32012987e-01 1.18792446e-27],[3.23977432e-01 4.94435061e-54],600
K2-280,Gaia DR3 6772454416893148928,3.1448645819851855,[0.98531992],[1.91110817e-01 9.03754197e-19],[3.16062159e-01 6.11135108e-51],600
HD 86226,Gaia DR3 5660492297395345408,4.675955592679672,[0.98450608],[1.74115106e-01 1.09120809e-15],[3.42472984e-01 8.10592224e-61],600
Kepler-537,Gaia DR3 2133263737136893696,0.9274693197472569,[0.78805428],[1.89667433e-01 8.29766353e-19],[3.21553570e-01 2.13147067e-53],600
HD 149143,Gaia DR3 4432401099808805888,2.379779728778988,[0.95272825],[1.38560017e-01 3.98962723e-10],[3.22643475e-01 4.06087861e-53],600
HD 166724,Gaia DR3 6724520279784564864,5.468121180540571,[0.96626956],[1.71946292e-01 3.12794238e-15],[2.92188592e-01 4.66186428e-44],600
HD 181342,Gaia DR3 6770761168986617600,0.603602892065194,[0.44140416],[1.86027312e-01 6.36837120e-18],[3.09079725e-01 2.80964026e-49],600
TOI-540,Gaia DR3 4785886941312921344,4.160090734302904,[0.96929911],[1.63107440e-01 6.29321508e-14],[3.12228873e-01 2.66321873e-50],600
TOI-561,Gaia DR3 3850421005290172416,0.11185222882967914,[0.00184547],[1.64740926e-01 4.41027839e-14],[3.20010388e-01 3.75681697e-53],600
K2-214,Gaia DR3 2551946391916754176,0.9175948297017135,[0.78818047],[2.32892154e-01 1.02046229e-27],[3.37509829e-01 1.59198728e-58],600
TOI-663,Gaia DR3 3762515188088861184,0.673993871841757,[0.7047249],[1.71436473e-01 2.12025996e-15],[3.32632891e-01 5.19384335e-57],600
HD 18742,Gaia DR3 5079636934554540160,1.9361431175072212,[0.96642815],[1.89865046e-01 1.09196687e-18],[3.49012493e-01 8.86418948e-63],600
Kepler-48,Gaia DR3 2075112109039378688,0.7150633448524671,[0.69433974],[1.2773574e-01 1.3080736e-08],[2.95131063e-01 3.43704015e-45],600
HD 100777,Gaia DR3 3786035184916139136,2.923959951903434,[0.97409764],[1.73174052e-01 1.50340840e-15],[3.33641816e-01 4.57418705e-57],600
Kepler-491,Gaia DR3 2102468134431912064,0.49605452797041666,[0.40689522],[2.17124713e-01 2.55283581e-24],[3.25598488e-01 1.72685703e-54],600
K2-167,Gaia DR3 2594479109451475456,0.8042428703135923,[0.7663658],[1.65335862e-01 2.97536331e-14],[3.13084739e-01 1.70783921e-50],600
K2-116,Gaia DR3 2602406721431348096,1.628609199049734,[0.94242315],[1.82078749e-01 3.05731252e-17],[3.10171727e-01 1.84507638e-49],600
K2-220,Gaia DR3 2581918597853527424,3.0054521144595983,[0.98827922],[2.14771161e-01 8.45348560e-24],[3.34721249e-01 2.41732635e-57],600
Kepler-1198,Gaia DR3 2127139491730929536,1.7327426032159863,[0.95384723],[1.92438905e-01 2.36618358e-19],[3.26429317e-01 2.68193145e-54],600
HD 136352,Gaia DR3 5902750168276592256,0.00686325212906531,[7.62416177e-11],[1.73701946e-01 1.29013592e-15],[3.14915592e-01 1.03406304e-51],600
Kepler-162,Gaia DR3 2078852754973778560,2.4000937657767567,[0.98178548],[2.50382388e-01 6.44414384e-32],[3.45009133e-01 2.01519471e-61],600
K2-102,Gaia DR3 661310756111835392,1561054.112759292,1.0,[1.30352437e-01 1.61062775e-08],[3.29376372e-01 8.77054881e-56],600
HD 191939,Gaia DR3 2248126315275354496,0.13703785939927385,[0.0145088],[1.50650354e-01 6.74564091e-12],[3.13170435e-01 1.95684427e-50],600
HD 105618,Gaia DR3 3906803888551408000,5.040320987116728,[0.98191565],[1.70291656e-01 5.06028856e-15],[3.27395074e-01 1.74588825e-55],600
bet Pic,Gaia DR3 4792774797545800832,4.922739243374013,[0.98248944],[1.59998969e-01 3.08745073e-13],[3.20886891e-01 5.45286237e-53],600
Kepler-1434,Gaia DR3 2135594392551675520,0.6459599326620366,[0.73279269],[2.29493953e-01 3.39132397e-27],[3.37964443e-01 2.68954167e-59],600
HIP 113103,Gaia DR3 6541360574788758016,2.7685117059017346,[0.94987935],[1.66347814e-01 2.37432839e-14],[3.25199919e-01 2.93077458e-54],600
Kepler-1091,Gaia DR3 2075987599477644672,1.9465572779573859,[0.97873633],[2.31629218e-01 2.52152901e-27],[3.50270588e-01 3.04760568e-63],600
NGTS-2,Gaia DR3 6220602384081327104,2.6099235322681524,[0.9750749],[1.97662816e-01 3.38976550e-20],[3.36707997e-01 3.05577791e-58],600
HD 196050,Gaia DR3 6454954010413575296,0.11571805586248803,[0.00842311],[1.67841146e-01 1.48755429e-14],[3.35075798e-01 7.22798839e-58],600
Kepler-1193,Gaia DR3 2133404474624835840,0.2079241140276443,[0.02625778],[2.34836805e-01 2.24792300e-28],[3.41567874e-01 5.71773522e-60],600
HAT-P-30,Gaia DR3 3096441729861716224,0.27868081437744224,[0.08118653],[1.63961518e-01 3.10483298e-14],[3.11858986e-01 3.51708187e-50],600
HD 37124,Gaia DR3 3402798414192387328,0.16225544282856738,[7.0547095e-08],[1.44217550e-01 8.99277601e-11],[3.32199779e-01 7.35543813e-57],600
Kepler-145,Gaia DR3 2126237131982289280,2.4272217873471402,[0.96926997],[2.02359019e-01 2.91275618e-21],[3.37047239e-01 7.22380254e-59],600
HD 102195,Gaia DR3 3799626935341796096,7.407812575016592,[0.99577445],[1.42647753e-01 9.62045965e-11],[3.28030895e-01 3.17464818e-55],600
Kepler-1300,Gaia DR3 2101241285613832192,0.9851426008407241,[0.8738507],[2.01210448e-01 5.03537111e-21],[3.25582412e-01 7.33207444e-55],600
Kepler-1959,Gaia DR3 2079749303627032448,4.636580744262802,[0.99720246],[1.91069282e-01 7.38177604e-19],[3.21233447e-01 3.37647746e-53],600
Kepler-560,Gaia DR3 2082162147537254400,0.04771924714139377,[3.35452916e-05],[1.76976255e-01 2.31745971e-16],[3.22674792e-01 2.58720461e-53],600
WASP-21,Gaia DR3 2831084391023184128,0.016764722905879506,[1.79602822e-10],[2.12461777e-01 3.55127906e-23],[3.32612890e-01 6.62337122e-57],600
HATS-18,Gaia DR3 3483636295773117440,3.0579665355788803,[0.97345747],[2.16334871e-01 2.16615580e-24],[3.41285169e-01 5.68239069e-60],600
Kepler-1447,Gaia DR3 2133132276778226176,2.3994066583800286,[0.97971529],[2.18246015e-01 1.91716229e-24],[3.32953566e-01 4.01291046e-57],600
Kepler-1870,Gaia DR3 2077299694799977856,3.9426412800032717,[0.99755395],[1.51760708e-01 3.78703449e-12],[3.27003450e-01 4.59888754e-55],600
Kepler-1009,Gaia DR3 2105151526917259520,0.6540008345903195,[0.6766644],[9.41388133e-02 8.57302280e-05],[3.11183383e-01 2.64420160e-50],600
K2-390,Gaia DR3 2435650050614494336,0.18645286150398468,[0.0057404],[2.35795658e-01 9.41176479e-29],[3.44326417e-01 1.34532360e-61],600
Kepler-81,Gaia DR3 2077816087307845248,0.8443218850180902,[0.76458046],[1.40761205e-01 2.28399433e-10],[3.16654555e-01 2.11212976e-51],600
NGTS-14 A,Gaia DR3 6585082036193768832,0.5351599290135687,[0.50166861],[2.28445722e-01 5.98439108e-27],[3.50058144e-01 3.65080298e-63],600
HIP 78530,Gaia DR3 6243537406369453824,1134.1760815902846,1.0,[0.07293174 0.00783676],[3.07300466e-01 2.76027517e-48],600
K2-38,Gaia DR3 6237129658760381056,0.7401940943420349,[0.70864614],[1.31520614e-01 6.15963517e-09],[3.13394071e-01 4.51701338e-50],600
Kepler-1558,Gaia DR3 2130633430445267584,4.091371912748128,[0.98814922],[1.76548300e-01 4.03643343e-16],[3.18051054e-01 5.93584344e-52],600
HD 168443,Gaia DR3 4157584215800708736,0.7027068124097993,[0.3075393],[1.70290332e-01 3.36459579e-15],[3.48847525e-01 1.30937552e-62],600
Kepler-149,Gaia DR3 2100015089629466112,3.2773606156491626,[0.98149167],[2.07347823e-01 3.37730367e-22],[3.37926410e-01 4.43642013e-59],600
Kepler-319,Gaia DR3 2101230049979183232,2.4956156673967334,[0.99415351],[2.02805700e-01 6.92215554e-21],[3.10707223e-01 1.01625460e-49],600
TOI-3568,Gaia DR3 1950477552581609984,0.037459929028180905,[1.29928476e-07],[1.95527593e-01 1.23623427e-19],[3.25661219e-01 1.06428103e-54],600
HD 219077,Gaia DR3 6489771832811810432,0.05812859595464521,[0.00053611],[1.65692029e-01 2.73921886e-14],[3.19975495e-01 2.06620402e-52],600
GJ 740,Gaia DR3 4282578724832056576,0.20515459842318118,[0.02233324],[1.55661016e-01 1.36489049e-12],[3.14432797e-01 3.81257233e-50],600
Kepler-1786,Gaia DR3 2051947739803854336,0.3973410704943302,[0.15345437],[2.28308729e-01 7.95786501e-27],[3.39773575e-01 5.09868006e-59],600
HD 9446,Gaia DR3 302956655074266112,2.9812804982759444,[0.92540831],[1.62606128e-01 9.94513651e-14],[3.23484754e-01 4.72907905e-54],600
Kepler-1571,Gaia DR3 2082286632869692928,2.064591494381241,[0.99000407],[2.19858466e-01 1.50529108e-24],[3.16640225e-01 4.13372221e-52],600
K2-113,Gaia DR3 2564787622577189760,0.19760441056147182,[0.0001333],[2.58941532e-01 2.57022615e-23],[3.60826332e-01 9.44663675e-46],402
TOI-199,Gaia DR3 4762582895440787712,1.3289060163703417,[0.81737878],[1.73433268e-01 1.27417011e-15],[3.19734807e-01 1.07522188e-52],600
BD+60 1417,Gaia DR3 1579929906250111232,4.3274322042739675,[0.97222659],[1.70412448e-01 4.29120441e-15],[3.28039864e-01 3.15226487e-55],600
