target,    dr2id,    dr3id
K2-405 , None , Gaia DR3 3871908447498807296
TOI-257 , Gaia DR2 4747624104168195072 , Gaia DR3 4747624104168195072
Kepler-1580 , Gaia DR2 2103904302775007872 , Gaia DR3 2103904302775007872
Kepler-1166 , Gaia DR2 2133173542823321344 , Gaia DR3 2133173542823321344
WASP-80 , Gaia DR2 4223507222112425344 , Gaia DR3 4223507222112425344
K2-79 , Gaia DR2 38127013099258880 , Gaia DR3 38127013099258880
WASP-114 , Gaia DR2 2726339892542980864 , Gaia DR3 2726339892542980864
HD 14787 , Gaia DR2 24570756281835392 , Gaia DR3 24570756281835392
Kepler-1116 , Gaia DR2 2126166733179219072 , Gaia DR3 2126166733179219072
K2-222 , Gaia DR2 2584093844170270720 , Gaia DR3 2584093844170270720
HD 95086 , Gaia DR2 5231963962676292224 , Gaia DR3 5231963962676292224
Kepler-1835 , Gaia DR2 2116970280483501952 , Gaia DR3 2116970280483501952
Kepler-582 , Gaia DR2 2073861006552197120 , Gaia DR3 2073861006552197120
NGC 2682 YBP 1194 , None , None
K2-193 , Gaia DR2 3616526878875985536 , Gaia DR3 3616526878875985536
K2-380 , Gaia DR2 4073600356552513280 , Gaia DR3 4073600356552513280
Kepler-1903 , Gaia DR2 2136206476929730688 , Gaia DR3 2136206476929730688
Kepler-1131 , Gaia DR2 2134776218463088896 , Gaia DR3 2134776218463088896
Kepler-297 , Gaia DR2 2131748747552136960 , Gaia DR3 2131748747552136960
TOI-3364 , Gaia DR2 5409268527708808320 , Gaia DR3 5409268527708808320
WASP-149 , None , None
HD 192699 , Gaia DR2 4246124829130366848 , Gaia DR3 4246124829130366848
OGLE-2013-BLG-0132L , None , None
AU Mic , Gaia DR2 6794047652729201024 , Gaia DR3 6794047652729201024
TOI-2048 , Gaia DR2 1404488390652463872 , Gaia DR3 1404488390652463872
TOI-6651 , Gaia DR2 363314964355784192 , Gaia DR3 363314964357100800
Kepler-1367 , Gaia DR2 2130932428889277824 , Gaia DR3 2130932428889277824
TOI-2107 , Gaia DR2 6633448311454447232 , Gaia DR3 6633448311454447232
Kepler-1053 , Gaia DR2 2052973309272223232 , Gaia DR3 2052973309272223232
TOI-1801 , Gaia DR2 3980045523465047168 , Gaia DR3 3980045523465047168
TOI-431 , Gaia DR2 2908664557091200768 , Gaia DR3 2908664557091200768
CoRoT-22 , Gaia DR2 4285572454508522496 , Gaia DR3 4285572454508522496
GJ 9404 , Gaia DR2 4010201828880793984 , Gaia DR3 4010201828880793984
TOI-5205 , None , Gaia DR3 1842656663520849024
HD 156846 , Gaia DR2 4122343906051101184 , Gaia DR3 4122343906051101184
TOI-5108 , Gaia DR2 3868491612036282752 , Gaia DR3 3868491612036282752
Kepler-1038 , Gaia DR2 2079028676836456960 , Gaia DR3 2079028676836456960
TOI-1898 , Gaia DR2 644224345413418880 , Gaia DR3 644224345413418880
TOI-2374 , Gaia DR2 6828814283414902912 , Gaia DR3 6828814283414902912
K2-52 , Gaia DR2 6049057713786919936 , Gaia DR3 6049057713786919936
Kepler-1085 , Gaia DR2 2130321925058256384 , Gaia DR3 2130321925058256384
TOI-2120 , Gaia DR2 513299860904522752 , Gaia DR3 513299860904522752
HAT-P-26 , Gaia DR2 3668036348641580288 , Gaia DR3 3668036348641580288
K2-239 , Gaia DR2 3857872051994269824 , Gaia DR3 3857872051994269824
K2-308 , Gaia DR2 3393982701757444352 , Gaia DR3 3393982701757444352
Kepler-1505 , Gaia DR2 2101689061725421312 , Gaia DR3 2101689061725421312
K2-204 , Gaia DR2 2533185974768028032 , Gaia DR3 2533185974768028032
K2-261 , Gaia DR2 3807826337147474176 , Gaia DR3 3807826337147474176
TOI-4504 , Gaia DR2 5289275864525400704 , Gaia DR3 5289275864525400704
Kepler-190 , Gaia DR2 2127179245948119424 , Gaia DR3 2127179245948119424
Kepler-1075 , Gaia DR2 2130861785267379456 , Gaia DR3 2130861785267379456
Qatar 2 , Gaia DR2 3620030644476623616 , Gaia DR3 3620030644476623616
Kepler-1049 , Gaia DR2 2131059628640021120 , Gaia DR3 2131059628640021120
LSPM J2116+0234 , Gaia DR2 2692455319291894400 , Gaia DR3 2692455319291894400
TOI-776 , Gaia DR2 3460438662009633408 , Gaia DR3 3460438662009633408
Kepler-142 , Gaia DR2 2128724678262662144 , Gaia DR3 2128724678262662144
WASP-4 , Gaia DR2 6535499658122055552 , Gaia DR3 6535499658122055552
Kepler-1690 , Gaia DR2 2102384846425680768 , Gaia DR3 2102384846425680768
TOI-5301 , Gaia DR2 2776823148594090752 , Gaia DR3 2776823148594090752
WASP-150 , Gaia DR2 1416731285125373184 , Gaia DR3 1416731285125373184
HD 16175 , Gaia DR2 340028235795364864 , Gaia DR3 340028235795364864
EPIC 249893012 , Gaia DR2 6259263137059042048 , Gaia DR3 6259263137059042048
HD 77946 , Gaia DR2 1011435012611142784 , Gaia DR3 1011435012611767552
HD 179949 , Gaia DR2 6770313530317154560 , Gaia DR3 6770313530317154560
TOI-1244 , Gaia DR2 1649087121757063040 , Gaia DR3 1649087121757063040
K2-136 , Gaia DR2 145916050683920128 , Gaia DR3 145916050683920128
Kepler-1409 , Gaia DR2 2133215461704521088 , Gaia DR3 2133215461704521088
Kepler-253 , Gaia DR2 2126576679217244160 , Gaia DR3 2126576679217244160
K2-339 , Gaia DR2 659493675706526848 , Gaia DR3 659493675706526848
Kepler-1162 , Gaia DR2 2106996095111385728 , Gaia DR3 2106996095111385728
Kepler-784 , Gaia DR2 2080605823183999616 , Gaia DR3 2080605823183999616
TOI-1472 , Gaia DR2 402396521052843264 , Gaia DR3 402396521052843264
K2-352 , Gaia DR2 632634358985725184 , Gaia DR3 632634358985725184
BD-17 63 , Gaia DR2 2367734656180397952 , Gaia DR3 2367734656180397952
Kepler-1677 , Gaia DR2 2085575272147044608 , Gaia DR3 2085575272147044608
TOI-1180 , Gaia DR2 1722026764638625280 , Gaia DR3 1722026764638625280
Kepler-681 , Gaia DR2 2133249099888182912 , Gaia DR3 2133249099888182912
Kepler-1171 , Gaia DR2 2052136752727511552 , Gaia DR3 2052136752727511552
HD 118203 , Gaia DR2 1560420854826284928 , Gaia DR3 1560420854826284928
HATS-44 , Gaia DR2 2907577758566408960 , Gaia DR3 2907577758566408960
HAT-P-42 , Gaia DR2 583455604761166848 , Gaia DR3 583455604761166848
Kepler-356 , Gaia DR2 2051842839520109568 , Gaia DR3 2051842839520109568
HD 240210 , Gaia DR2 2009148596857820160 , Gaia DR3 2009148596857820160
HD 86065 , Gaia DR2 5672053902679434112 , Gaia DR3 5672053902679434112
Kepler-1440 , Gaia DR2 2131530769372738560 , Gaia DR3 2131530769372738560
Kepler-404 , Gaia DR2 2106431392811409536 , Gaia DR3 2106431392811409536
TOI-2669 , Gaia DR2 5735664051960550144 , Gaia DR3 5735664051960550144
Kepler-1893 , Gaia DR2 2079299809530106496 , Gaia DR3 2079299809530106496
Kepler-1413 , Gaia DR2 2128145338713986688 , Gaia DR3 2128145338713986688
K2-149 , Gaia DR2 2557342829345854208 , Gaia DR3 2557342829345854208
K2-173 , Gaia DR2 39404267653786624 , Gaia DR3 39404267653786624
K2-270 , Gaia DR2 608395625151767680 , Gaia DR3 608395625151767680
Kepler-1472 , Gaia DR2 2134804977563800064 , Gaia DR3 2134804977563800064
2MASS J19383260+4603591 , Gaia DR2 2080063931448749824 , Gaia DR3 2080063931448749824
Kepler-887 , Gaia DR2 2101093092063293824 , Gaia DR3 2101093092063293824
K2-131 , Gaia DR2 3580920878437938688 , Gaia DR3 3580920878437938688
Kepler-303 , Gaia DR2 2105113765565227648 , Gaia DR3 2105113765565227648
Kepler-1561 , Gaia DR2 2078801009210349440 , Gaia DR3 2078801009210349440
Kepler-1567 , Gaia DR2 2100698745343821312 , Gaia DR3 2100698745343821312
GJ 887 , Gaia DR2 6553614253923452800 , Gaia DR3 6553614253923452800
Kepler-343 , Gaia DR2 2125773279815846656 , Gaia DR3 2125773279815846656
Kepler-808 , Gaia DR2 2129330577887487744 , None
Kepler-140 , Gaia DR2 2130443730330509312 , Gaia DR3 2130443730330509312
Kepler-1476 , Gaia DR2 2106597487787652352 , Gaia DR3 2106597487787652352
K2-223 , Gaia DR2 3578046995560843520 , Gaia DR3 3578046995560843520
Kepler-647 , Gaia DR2 2106710978002603904 , Gaia DR3 2106710978002603904
Kepler-577 , Gaia DR2 2052212996988534656 , Gaia DR3 2052212996988534656
WASP-183 , Gaia DR2 3803004978659671040 , Gaia DR3 3803004978659671040
Kepler-1714 , Gaia DR2 2128069334973424000 , Gaia DR3 2128069334973424000
Kepler-921 , Gaia DR2 2132177282208543872 , Gaia DR3 2132177282208543872
KMT-2018-BLG-1990L , None , None
Kepler-763 , Gaia DR2 2128369501647063808 , Gaia DR3 2128369501647063808
OGLE-2012-BLG-0358L , Gaia DR2 4068320119455978880 , Gaia DR3 4068320119455978880
HD 330075 , Gaia DR2 5982775854377691136 , Gaia DR3 5982775854377691136
K2-378 , Gaia DR2 3616517223789495424 , Gaia DR3 3616517223789495424
Kepler-933 , Gaia DR2 2102865436087077632 , Gaia DR3 2102865436087077632
Kepler-1451 , Gaia DR2 2053286429569716992 , Gaia DR3 2053286429569716992
Kepler-1774 , Gaia DR2 2102110724433416960 , Gaia DR3 2102110724433416960
TOI-4127 , Gaia DR2 1111639314047794944 , Gaia DR3 1111639314047794944
Kepler-1226 , Gaia DR2 2135377135926967424 , Gaia DR3 2135377135926967424
Kepler-1229 , Gaia DR2 2086316205543022336 , Gaia DR3 2086316205543022336
Kepler-630 , Gaia DR2 2053235577156249088 , Gaia DR3 2053235577156249088
TOI-3568 , None , Gaia DR3 1950477552581609984
HD 214823 , Gaia DR2 1889143121789650176 , Gaia DR3 1889143121789650176
HD 6860 , None , None
Kepler-124 , Gaia DR2 2131287021388901504 , Gaia DR3 2131287021388901504
GJ 9827 , Gaia DR2 2643842302456085888 , Gaia DR3 2643842302456085888
Kepler-1678 , Gaia DR2 2051934236426454784 , Gaia DR3 2051934236426454784
BD+63 1405 , Gaia DR2 2160951157908163968 , Gaia DR3 2160951157908163968
TOI-1518 , Gaia DR2 2210596444367488384 , Gaia DR3 2210596444367488384
Kepler-1107 , Gaia DR2 2052965337812644352 , Gaia DR3 2052965337812644352
Kepler-1700 , Gaia DR2 2106262274180389376 , Gaia DR3 2106262274180389376
TOI-833 , Gaia DR2 5250780970316845696 , Gaia DR3 5250780970316845696
Kepler-323 , Gaia DR2 2052582432887909376 , Gaia DR3 2052582432887909376
Kepler-1180 , Gaia DR2 2078025990949149056 , Gaia DR3 2078025990949149056
Kepler-1270 , Gaia DR2 2131169545443676032 , Gaia DR3 2131169545443676032
Kepler-596 , Gaia DR2 2133285383772329344 , Gaia DR3 2133285383772329344
Kepler-1165 , Gaia DR2 2106208363750121728 , Gaia DR3 2106208363750121728
TOI-3984 A , Gaia DR2 1291955578869575552 , Gaia DR3 1291955578869575552
KMT-2023-BLG-1454L , None , None
Kepler-944 , Gaia DR2 2077738571736987008 , Gaia DR3 2077738571736987008
K2-28 , Gaia DR2 2622296783699476864 , Gaia DR3 2622296783699476864
K2-100 , Gaia DR2 664337230586013312 , Gaia DR3 664337230586013312
K2-371 , Gaia DR2 602466302541172736 , Gaia DR3 602466302541172736
Kepler-177 , Gaia DR2 2106339927188171776 , Gaia DR3 2106339927188171776
Kepler-474 , Gaia DR2 2125972321478224896 , Gaia DR3 2125972321478224896
OGLE-2012-BLG-0950L , None , None
TOI-1516 , Gaia DR2 2226107083103120640 , Gaia DR3 2226107083103120640
WASP-64 , Gaia DR2 5583523425437258240 , Gaia DR3 5583523425437258240
HD 205158 , Gaia DR2 6458219559945150336 , Gaia DR3 6458219559946927872
GJ 3222 , Gaia DR2 4852870701504645376 , Gaia DR3 4852870701505115904
HD 2638 , Gaia DR2 2526925389919277056 , Gaia DR3 2526925389919277056
Kepler-1964 , None , None
WASP-104 , Gaia DR2 3868603216762016256 , Gaia DR3 3868603216762016256
Kepler-450 , Gaia DR2 2135590578620605568 , Gaia DR3 2135590578620605568
TOI-1278 , Gaia DR2 1867491607542113536 , Gaia DR3 1867491607542113536
KELT-8 , Gaia DR2 4534144923690481408 , Gaia DR3 4534144923690481408
Gl 378 , Gaia DR2 823228721066990720 , Gaia DR3 823228721067307392
Wendelstein-2 , Gaia DR2 1820764455009323392 , Gaia DR3 1820764455009323392
Kepler-248 , Gaia DR2 2126266823097360000 , Gaia DR3 2126266823097360000
Kepler-269 , Gaia DR2 2101854881822529024 , Gaia DR3 2101854881822529024
HD 20782 , Gaia DR2 5060104351007433472 , Gaia DR3 5060104351007433472
HD 240237 , Gaia DR2 2010336687886382592 , Gaia DR3 2010336687886382592
TOI-3912 , None , Gaia DR3 1255520718461480960
K2-366 , Gaia DR2 6245607576304205952 , Gaia DR3 6245607576304205952
K2-367 , Gaia DR2 2601048588348190976 , Gaia DR3 2601048588348190976
OGLE-2016-BLG-1195L , None , None
HIP 97233 , Gaia DR2 4238527753544691712 , Gaia DR3 4238527753544691712
GJ 1252 , Gaia DR2 6468968316900356736 , Gaia DR3 6468968316900356736
Kepler-830 , Gaia DR2 2077956171962729856 , Gaia DR3 2077956171962729856
Kepler-402 , Gaia DR2 2102954187290293120 , Gaia DR3 2102954187290293120
Kepler-95 , Gaia DR2 2106705269988803072 , Gaia DR3 2106705269988803072
Kepler-1282 , Gaia DR2 2127812564645370880 , Gaia DR3 2127812564645370880
Kepler-1875 , Gaia DR2 2135305805109041152 , Gaia DR3 2135305805109041152
81 Cet , Gaia DR2 2495420602212048640 , Gaia DR3 2495420602212048640
HD 135694 , Gaia DR2 1696831425624356480 , Gaia DR3 1696831425624356480
WASP-188 , None , None
K2-24 , Gaia DR2 6049750234317822208 , Gaia DR3 6049750234317822208
OGLE-2007-BLG-349L A , None , None
TOI-1710 , Gaia DR2 1116613161053977472 , Gaia DR3 1116613161053977472
Kepler-318 , Gaia DR2 2085559604106082688 , Gaia DR3 2085559604106082688
HD 80883 , Gaia DR2 5300239064919282816 , Gaia DR3 5300239064919282816
Kepler-1542 , Gaia DR2 2105526799680172032 , Gaia DR3 2105526799680172032
TOI-6628 , None , Gaia DR3 6200734415129509504
HIP 21152 , Gaia DR2 3285426613077584384 , Gaia DR3 3285426613077584384
Kepler-102 , Gaia DR2 2119583201145735808 , Gaia DR3 2119583201145735808
TOI-2193 A , None , None
HAT-P-7 , Gaia DR2 2129256395211984000 , Gaia DR3 2129256395211984000
Kepler-335 , Gaia DR2 2079810120364906880 , Gaia DR3 2079810120364906880
Kepler-68 , Gaia DR2 2129550445852902656 , Gaia DR3 2129550445852902656
Kepler-689 , Gaia DR2 2076253887449048320 , Gaia DR3 2076253887449048320
Kepler-1565 , Gaia DR2 2073793249146651136 , Gaia DR3 2073793249146651136
KOI-7913 A , None , None
Kepler-915 , Gaia DR2 2127422890853328128 , Gaia DR3 2127422890853328128
Kepler-1925 , Gaia DR2 2127063316192062464 , Gaia DR3 2127063316192062464
Kepler-1498 , Gaia DR2 2106747876063966976 , Gaia DR3 2106747876063966976
Kepler-434 , Gaia DR2 2077823440291891840 , Gaia DR3 2077823440291891840
Kepler-788 , Gaia DR2 2052874318864239616 , Gaia DR3 2052874318864239616
Kepler-1444 , Gaia DR2 2104172854190854528 , Gaia DR3 2104172854190854528
Kepler-1986 , Gaia DR2 2125848733801094912 , Gaia DR3 2125848733801094912
Kepler-309 , Gaia DR2 2086315415269037696 , Gaia DR3 2086315415269037696
Kepler-844 , Gaia DR2 2131232114526859520 , Gaia DR3 2131232114526859520
Kepler-1569 , Gaia DR2 2051721480924900224 , Gaia DR3 2051721480924900224
HD 177565 , Gaia DR2 6718894388002453120 , Gaia DR3 6718894388002453120
Kepler-4 , Gaia DR2 2132152916856093952 , Gaia DR3 2132152916856093952
HD 117207 , Gaia DR2 6166183842771027328 , Gaia DR3 6166183842771027328
K2-203 , Gaia DR2 2535901287452166400 , Gaia DR3 2535901287452166400
Kepler-1080 , Gaia DR2 2086818579276362624 , Gaia DR3 2086818579276362624
Kepler-152 , Gaia DR2 2105435544515167232 , Gaia DR3 2105435544515167232
K2-7 , Gaia DR2 3803494845449564672 , Gaia DR3 3803494845449564672
Kepler-1076 , Gaia DR2 2133011635437118464 , Gaia DR3 2133011639737119872
WASP-5 , Gaia DR2 6533307957785865856 , Gaia DR3 6533307957785865856
Kepler-47 , Gaia DR2 2080506523540902912 , Gaia DR3 2080506523540902912
HD 169142 , Gaia DR2 4048015133392824064 , Gaia DR3 4048015133392824064
Kepler-546 , Gaia DR2 2104353590712705152 , Gaia DR3 2104353590712705152
TOI-1386 , Gaia DR2 2005028761147595648 , Gaia DR3 2005028761147595648
K2-217 , Gaia DR2 2556248536102683008 , Gaia DR3 2556248536102683008
WASP-187 , Gaia DR2 306410392895767680 , Gaia DR3 306410392895767680
CoRoT-23 , Gaia DR2 4283597937777249408 , Gaia DR3 4283597937777249408
Kepler-391 , Gaia DR2 2133196151531241216 , Gaia DR3 2133196151531241216
K2-36 , Gaia DR2 3811989156889528320 , Gaia DR3 3811989156889528320
Kepler-33 , Gaia DR2 2127355923723254272 , Gaia DR3 2127355923723254272
HATS-3 , Gaia DR2 6805886373600546176 , Gaia DR3 6805886373600546176
HD 108863 , Gaia DR2 3952692457305436800 , Gaia DR3 3952692457305436800
Kepler-1163 , Gaia DR2 2130026255211751808 , Gaia DR3 2130026255211751808
K2-414 , None , Gaia DR3 2634046753364013440
Kepler-1853 , Gaia DR2 2107294505140214784 , Gaia DR3 2107294505140214784
WASP-66 , Gaia DR2 5444147952811517696 , Gaia DR3 5444147952811517696
WASP-14 , Gaia DR2 1242084170974175232 , Gaia DR3 1242084170974175232
Kepler-884 , Gaia DR2 2129894833510904448 , Gaia DR3 2129894833511828864
CoRoT-24 , Gaia DR2 3105404467618982272 , Gaia DR3 3105404467618982272
HD 165155 , Gaia DR2 4050284898932499072 , Gaia DR3 4050284898932499072
HD 103720 , Gaia DR2 3601912720075891968 , Gaia DR3 3601912720075891968
Kepler-1562 , Gaia DR2 2128155818434335616 , Gaia DR3 2128155818434335616
Kepler-535 , Gaia DR2 2134893660047959040 , Gaia DR3 2134893660047959040
K2-276 , Gaia DR2 677884313351354880 , Gaia DR3 677884313351354880
Kepler-1845 , Gaia DR2 2052257355406092160 , Gaia DR3 2052257355406092160
OGLE-2019-BLG-1180L , None , None
Kepler-1934 , Gaia DR2 2051019683267537024 , Gaia DR3 2051019683267537024
HAT-P-69 , Gaia DR2 3080104185367102592 , Gaia DR3 3080104185367102592
HAT-P-70 , None , None
HD 99706 , Gaia DR2 784227772318969472 , Gaia DR3 784227772318969472
Kepler-1935 , Gaia DR2 2073307917844452480 , Gaia DR3 2073307917844452480
Kepler-1631 , Gaia DR2 2078284547978727808 , Gaia DR3 2078284547978727808
Kepler-1353 , Gaia DR2 2077144491865963776 , Gaia DR3 2077144491865963776
Kepler-1071 , Gaia DR2 2126514556811478144 , Gaia DR3 2126514556811478144
Kepler-774 , Gaia DR2 2052629162133190784 , Gaia DR3 2052629162133190784
HD 106906 , Gaia DR2 6072902994276659200 , Gaia DR3 6072902994276659200
Kepler-1115 , Gaia DR2 2076483616656410496 , Gaia DR3 2076483616656410496
K2-60 , Gaia DR2 2597973387468989568 , Gaia DR3 2597973387468989568
Kepler-1317 , Gaia DR2 2101746579928077440 , Gaia DR3 2101746579928077440
KOI-3503 , Gaia DR2 2077601373302068352 , Gaia DR3 2077601373302068352
HAT-P-36 , Gaia DR2 1541532207133249920 , Gaia DR3 1541532207133249920
HD 110537 , Gaia DR2 3681795018676501120 , Gaia DR3 3681795018676501120
Kepler-1420 , Gaia DR2 2077232246636173056 , Gaia DR3 2077232246636173056
Kepler-1462 , Gaia DR2 2077176618218057216 , Gaia DR3 2077176618218057216
Kepler-525 , Gaia DR2 2080580328258222208 , Gaia DR3 2080580328258222208
Kepler-799 , None , None
KELT-1 , Gaia DR2 2881784280929695360 , Gaia DR3 2881784280929695360
Kepler-863 , Gaia DR2 2078549908245590400 , Gaia DR3 2078549908245590400
Kepler-978 , Gaia DR2 2105597825559486336 , Gaia DR3 2105597825559486336
TOI-2084 , Gaia DR2 1652137995942479744 , Gaia DR3 1652137995942479744
TOI-244 , Gaia DR2 5001098681543159040 , Gaia DR3 5001098681543159040
TOI-1259 A , None , None
KIC 9663113 , Gaia DR2 2080266967444876032 , Gaia DR3 2080266967444876032
Kepler-585 , Gaia DR2 2105694410784851072 , Gaia DR3 2105694410784851072
TOI-1235 , Gaia DR2 1070387905514406400 , Gaia DR3 1070387905514406400
TOI-4638 , Gaia DR2 2775311010868306048 , Gaia DR3 2775311010868306048
WASP-170 , Gaia DR2 5656184406542140032 , Gaia DR3 5656184406542140032
TIC 279401253 , Gaia DR2 5110565749968529024 , Gaia DR3 5110565749968529024
Kepler-467 , Gaia DR2 2099605968225288960 , Gaia DR3 2099605968225288960
WASP-56 , Gaia DR2 4001613814138156416 , Gaia DR3 4001613814138156416
Kepler-868 , Gaia DR2 2119507506642066176 , Gaia DR3 2119507506642066176
Kepler-9 , Gaia DR2 2099925719951103872 , Gaia DR3 2099925719951103872
HD 25015 , Gaia DR2 5094032153102626688 , Gaia DR3 5094032153102626688
Kepler-729 , Gaia DR2 2106432870280171136 , Gaia DR3 2106432870280171136
Kepler-735 , Gaia DR2 2107285644626768640 , Gaia DR3 2107285644626768640
Kepler-614 , Gaia DR2 2085519781168726912 , Gaia DR3 2085519781168726912
HD 207897 , Gaia DR2 2300641567596591488 , Gaia DR3 2300641567596591488
HD 7449 , Gaia DR2 2482820714353923072 , Gaia DR3 2482820714353923072
KMT-2019-BLG-1339L , None , None
HD 28192 , Gaia DR2 3205907595694244480 , Gaia DR3 3205907595694244480
Kepler-226 , Gaia DR2 2128504397979254528 , Gaia DR3 2128504397979254528
TCP J05074264+2447555 , Gaia DR2 3419143444811862912 , Gaia DR3 3419143444811862912
Kepler-516 , Gaia DR2 2073155184495069184 , Gaia DR3 2073155184495069184
WASP-12 , Gaia DR2 3435282862461427072 , Gaia DR3 3435282862461427072
Kepler-272 , Gaia DR2 2085701097508446464 , Gaia DR3 2085701097508446464
Kepler-230 , Gaia DR2 2131911750150748160 , Gaia DR3 2131911750150748160
Kepler-786 , Gaia DR2 2052392835854583936 , Gaia DR3 2052392835854583936
HD 102843 , Gaia DR2 3794501355731126016 , Gaia DR3 3794501355731126016
Kepler-1206 , Gaia DR2 2134907747540447232 , Gaia DR3 2134907747540447232
TOI-2977 , None , Gaia DR3 5305241494923209856
Kepler-1682 , Gaia DR2 2052482617853346944 , Gaia DR3 2052482617853346944
OGLE-2011-BLG-0265L , None , None
TOI-2295 , Gaia DR2 2144184945615891712 , Gaia DR3 2144184945615891712
Kepler-1030 , Gaia DR2 2128009617747394432 , Gaia DR3 2128009617747394432
GJ 625 , Gaia DR2 1428427236986209024 , Gaia DR3 1428427236986209024
LHS 1678 , Gaia DR2 4864160624337973248 , Gaia DR3 4864160624337973248
HATS-22 , Gaia DR2 3483606402800185728 , Gaia DR3 3483606402800185728
HD 158996 , Gaia DR2 1709691004385812864 , Gaia DR3 1709691004385812864
K2-293 , Gaia DR2 2632493590110613760 , Gaia DR3 2632493590110613760
IC 4651 9122 , None , None
OGLE-2011-BLG-0173L , None , None
K2-208 , Gaia DR2 2534388703049641472 , Gaia DR3 2534388703049641472
Kepler-1901 , Gaia DR2 2126648422351703168 , Gaia DR3 2126648422351703168
Kepler-825 , Gaia DR2 2076249351963553152 , Gaia DR3 2076249351963553152
HD 122562 , Gaia DR2 1247279294695842432 , Gaia DR3 1247279294695975168
Kepler-948 , Gaia DR2 2077595394707557120 , Gaia DR3 2077595394707557120
TrES-4 , None , None
HD 180617 , Gaia DR2 4293318823182081408 , Gaia DR3 4293318823182081408
Kepler-1242 , Gaia DR2 2104031227648002944 , Gaia DR3 2104031227648002944
HD 64121 , Gaia DR2 5488303966125344512 , Gaia DR3 5488303966125344512
K2-111 , Gaia DR2 53006669599267328 , Gaia DR3 53006669599267328
WASP-138 , Gaia DR2 2498515516990171392 , Gaia DR3 2498515516990171392
GJ 740 , Gaia DR2 4282578724832056576 , Gaia DR3 4282578724832056576
alf Ari , None , None
BD-13 2130 , Gaia DR2 3030262468592291072 , Gaia DR3 3030262468592291072
HD 189733 , Gaia DR2 1827242816201846144 , Gaia DR3 1827242816201846144
HD 25171 , Gaia DR2 4670023700215616768 , Gaia DR3 4670023700215616768
Kepler-1255 , Gaia DR2 2077911332502996224 , Gaia DR3 2077911332502996224
Kepler-650 , None , None
Kepler-947 , Gaia DR2 2077553200951551360 , Gaia DR3 2077553200951551360
TOI-2096 , Gaia DR2 1126422935076082176 , Gaia DR3 1126422935076082176
K2-351 , None , None
HAT-P-39 , Gaia DR2 3169391577586325120 , Gaia DR3 3169391577586325120
Kepler-1870 , Gaia DR2 2077299694799977856 , Gaia DR3 2077299694799977856
WASP-182 , Gaia DR2 6677909439240233472 , Gaia DR3 6677909439240233472
WASP-39 , Gaia DR2 3643098875168270592 , Gaia DR3 3643098875168270592
WASP-92 , Gaia DR2 1424011082893734272 , Gaia DR3 1424011082893734272
TOI-1272 , Gaia DR2 1556242405699527424 , Gaia DR3 1556242405699527424
HD 82943 , Gaia DR2 5691782130578684544 , Gaia DR3 5691782130578684544
Kepler-46 , Gaia DR2 2102700131386216576 , Gaia DR3 2102700131386216576
CoRoT-28 , Gaia DR2 4284680029006075648 , Gaia DR3 4284680029006075648
14 And , Gaia DR2 1920113512486282240 , Gaia DR3 1920113512486282240
TOI-1452 , Gaia DR2 2264839957167921024 , Gaia DR3 2264839957167921024
HATS-32 , Gaia DR2 2398227794405981568 , Gaia DR3 2398227794405981568
HD 112640 , Gaia DR2 1679187115856566528 , Gaia DR3 1679187115856566528
HD 164922 , Gaia DR2 4582680493669880704 , Gaia DR3 4582680493669880704
Kepler-859 , Gaia DR2 2105604800586437760 , Gaia DR3 2105604800586437760
HD 88133 , Gaia DR2 623408253837371392 , Gaia DR3 623408253837371392
Kepler-1613 , Gaia DR2 2102814721113340928 , Gaia DR3 2102814721113340928
CHXR 73 , Gaia DR2 5201175987817179136 , Gaia DR3 5201175987817179136
Kepler-1667 , Gaia DR2 2131690988831633792 , Gaia DR3 2131690988831633792
WASP-165 , Gaia DR2 2415410962124813056 , Gaia DR3 2415410962124813056
Gaia-5 , None , None
HATS-58 A , Gaia DR2 6128363666439822208 , None
KMT-2021-BLG-1547L , None , None
HD 154088 , Gaia DR2 6029992663310612096 , Gaia DR3 6029992663310612096
HD 89307 , Gaia DR2 3886688327612984704 , Gaia DR3 3886688327612984704
K2-254 , Gaia DR2 3596876269626641664 , Gaia DR3 3596876269626641664
Kepler-271 , Gaia DR2 2105343799713595904 , Gaia DR3 2105343799713595904
Kepler-504 , Gaia DR2 2107186134525176960 , Gaia DR3 2107186134525176960
HD 165131 , Gaia DR2 4070009007975710464 , Gaia DR3 4070009007975710464
EPIC 229004835 , Gaia DR2 3694798014985230336 , Gaia DR3 3694798019281730944
Kepler-798 , Gaia DR2 2125709405062046976 , Gaia DR3 2125709405062046976
Kepler-1433 , None , None
TIC 139270665 , Gaia DR2 902448598271728256 , Gaia DR3 902448598271728256
TOI-3693 , Gaia DR2 404433018447476096 , Gaia DR3 404433018447476096
Kepler-1134 , Gaia DR2 2077892640805120128 , Gaia DR3 2077892640805120128
Kepler-366 , Gaia DR2 2086824935828106496 , Gaia DR3 2086824935828106496
HD 20329 , Gaia DR2 30398648945512960 , Gaia DR3 30398648945512960
KOI-4978 , Gaia DR2 2099983478670059136 , Gaia DR3 2099983478670059136
Kepler-1336 , Gaia DR2 2080529922521395712 , Gaia DR3 2080529922521395712
Kepler-1464 , Gaia DR2 2099619059285601280 , Gaia DR3 2099619059285601280
